<<<<<<< Updated upstream
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.58.2.7	RLG13389	WP_004220457.1	206.0	1.97538e-05	21.0	216.0	535.0	12.0	204.0	330.0	535.0	88.9	38.3	0.0	8.0	0.0	PNaS	None	PF01895,PF01895	PF02690,PF02690,PF01895,PF01895	NA	NA	NA
2.A.66.6.2	A3RZV8	WP_040351175.1	241.0	1.40381e-05	24.0	358.0	986.0	126.0	343.0	287.0	508.0	60.6	22.4	0.0	13.0	0.0	MOP	CHEBI:24403;glycosyl group	PF00534,PF13692,PF13439	PF16933,PF11997,PF13692,PF00534	NA	NA	NA
2.A.79.1.5	Q73PT4	WP_089438665.1	256.0	1.02287e-41	32.0	261.0	260.0	2.0	257.0	8.0	259.0	97.7	96.5	5.0	5.0	5.0	ThrE	CHEBI:5460;glycine, CHEBI:2539;alanine	PF06738,PF12821	PF06738,PF12821	NA	['Q73PT5']	Red
2.A.79.1.5	Q73PT5	NA	163.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.88.9.1	A2RM05	WP_003023158.1	85.0	1.57004e-09	35.0	164.0	169.0	1.0	83.0	1.0	84.0	50.0	49.1	5.0	5.0	3.0	VUT	CHEBI:64299;queuosine residue	PF06177	PF06177	NA	NA	NA
2.A.97.1.1	O95202	WP_003022851.1	117.0	4.9675e-05	30.0	237.0	739.0	81.0	194.0	259.0	374.0	47.7	15.6	0.0	1.0	0.0	LetM1	CHEBI:34552;barium(2+), CHEBI:34982;strontium(2+), CHEBI:3308;calcium(2+), CHEBI:6635;magnesium(2+), CHEBI:29035;manganese(2+), CHEBI:9175;sodium(1+), CHEBI:8345;potassium(1+), CHEBI:5584;hydron	PF04542,PF04545,PF04539,PF08281	PF07766	NA	NA	NA
2.A.115.2.14	C7N858	WP_004221878.1	201.0	3.34922e-34	32.0	209.0	428.0	3.0	201.0	221.0	414.0	94.7	45.1	0.0	6.0	0.0	NbcE	None	PF13189	PF13189,PF19700	NA	NA	NA
2.A.115.2.14	C7N858	WP_009246478.1	195.0	4.72901e-23	30.0	198.0	428.0	5.0	197.0	224.0	417.0	97.0	45.1	0.0	6.0	0.0	NbcE	None	PF13189	PF13189,PF19700	NA	NA	NA
2.A.120.1.11	V1CIA4	WP_004222982.1	196.0	8.42345e-05	25.0	210.0	700.0	26.0	190.0	411.0	606.0	78.1	27.9	0.0	11.0	0.0	PAAP	CHEBI:2642;alpha-amino acid	PF00753,PF12706	PF00753,PF12706	NA	NA	NA
2.A.127.1.8	WP_084264158	WP_004220926.1	420.0	5.59612e-06	21.0	505.0	624.0	2.0	415.0	242.0	595.0	81.8	56.6	0.0	4.0	0.0	CLT	None	PF00884,PF16347	PF00884	NA	NA	NA
2.A.128.1.9	R7HH54	WP_009246458.1	155.0	4.47098e-18	33.0	157.0	436.0	4.0	141.0	61.0	210.0	87.3	34.2	4.0	7.0	4.0	VanZ	None	PF04892	PF04892	NA	NA	NA
2.A.130.1.1	B2RLE7	NA	359.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.130.1.1	Q7MTK4	NA	1160.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.130.1.1	Q7MVV4	WP_003022629.1	111.0	2.36661e-05	24.0	231.0	518.0	3.0	112.0	9.0	119.0	47.2	21.2	0.0	0.0	0.0	T9SS	CHEBI:14911;protein	PF00072,PF00486	PF08665,PF00072	NA	['Q7MW38', 'Q7MWK8', 'Q7MTK4', 'Q7MXJ5', 'Q7MXB4', 'Q7MXB7', 'Q7MXB6', 'Q7MXX2', 'Q7MXB5', 'Q7MWR1', 'Q7MXX1', 'Q7MXB8', 'B2RLE7']	Red
2.A.130.1.1	Q7MW38	NA	2316.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.130.1.1	Q7MWK8	NA	346.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.130.1.1	Q7MWR1	NA	827.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.130.1.1	Q7MXB4	NA	361.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.130.1.1	Q7MXB5	NA	516.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.130.1.1	Q7MXB6	NA	346.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.130.1.1	Q7MXB7	NA	491.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.130.1.1	Q7MXB8	NA	313.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.130.1.1	Q7MXJ5	NA	235.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.130.1.1	Q7MXL2	WP_000241709.1	89.0	3.69338e-06	24.0	170.0	193.0	80.0	168.0	101.0	189.0	51.8	45.6	0.0	0.0	0.0	T9SS	CHEBI:14911;protein	PF04545	PF04542,PF08281,PF04545,PF07638	NA	['Q7MW38', 'Q7MWK8', 'Q7MTK4', 'Q7MXJ5', 'Q7MXB4', 'Q7MXB7', 'Q7MXB6', 'Q7MXX2', 'Q7MXB5', 'Q7MWR1', 'Q7MXX1', 'Q7MXB8', 'B2RLE7']	Red
2.A.130.1.1	Q7MXL2	WP_003019333.1	137.0	0.00043229	23.0	549.0	193.0	35.0	157.0	49.0	179.0	22.2	67.4	0.0	0.0	0.0	T9SS	CHEBI:14911;protein	PF08281,PF14285,PF04542,PF04545,PF07638	PF04542,PF08281,PF04545,PF07638	NA	['Q7MW38', 'Q7MWK8', 'Q7MTK4', 'Q7MXJ5', 'Q7MXB4', 'Q7MXB7', 'Q7MXB6', 'Q7MXX2', 'Q7MXB5', 'Q7MWR1', 'Q7MXX1', 'Q7MXB8', 'B2RLE7']	Red
2.A.130.1.1	Q7MXL2	WP_003022299.1	150.0	0.000878509	23.0	163.0	193.0	4.0	140.0	22.0	170.0	83.4	76.7	0.0	0.0	0.0	T9SS	CHEBI:14911;protein	PF04542,PF08281	PF04542,PF08281,PF04545,PF07638	NA	['Q7MW38', 'Q7MWK8', 'Q7MTK4', 'Q7MXJ5', 'Q7MXB4', 'Q7MXB7', 'Q7MXB6', 'Q7MXX2', 'Q7MXB5', 'Q7MWR1', 'Q7MXX1', 'Q7MXB8', 'B2RLE7']	Red
2.A.130.1.1	Q7MXL2	WP_004221987.1	181.0	0.000641075	19.0	185.0	193.0	1.0	176.0	7.0	187.0	94.6	93.3	0.0	0.0	0.0	T9SS	CHEBI:14911;protein	PF04542	PF04542,PF08281,PF04545,PF07638	NA	['Q7MW38', 'Q7MWK8', 'Q7MTK4', 'Q7MXJ5', 'Q7MXB4', 'Q7MXB7', 'Q7MXB6', 'Q7MXX2', 'Q7MXB5', 'Q7MWR1', 'Q7MXX1', 'Q7MXB8', 'B2RLE7']	Red
2.A.130.1.1	Q7MXX1	NA	391.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
2.A.130.1.1	Q7MXX2	NA	1123.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
2.C.1.2.1	C6EJJ6	NA	173.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2.C.1.2.1	P0A855	NA	430.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
2.C.1.2.1	P19934	WP_003022860.1	230.0	0.000386599	26.0	497.0	421.0	274.0	493.0	84.0	305.0	44.1	52.5	1.0	2.0	0.0	TonB/TolA	CHEBI:8150;phospholipid	PF07719,PF13181,PF13181,PF13432,PF13432,PF14559,PF13174	PF06519	NA	['P0A855', 'C6EJJ6', 'P45955']	Red
2.C.1.2.1	P19934	WP_096637043.1	207.0	7.75913e-28	46.0	243.0	421.0	7.0	203.0	103.0	294.0	80.7	45.4	0.0	2.0	0.0	TonB/TolA	CHEBI:8150;phospholipid	NA	PF06519	NA	['P0A855', 'C6EJJ6', 'P45955']	Red
2.C.1.2.1	P45955	NA	263.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.9	C9RT46	WP_003021302.1	513.0	1.157e-40	27.0	556.0	549.0	75.0	548.0	60.0	537.0	85.1	86.9	1.0	1.0	0.0	ABC	CHEBI:7758;oligosaccharide	PF01547	PF01547,PF13416	NA	['Q09LY6', 'Q09LY7']	Red
3.A.1.1.9	Q09LY6	NA	296.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.9	Q09LY7	NA	360.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.21	Q9L026	NA	318.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.21	Q9L027	WP_003021674.1	403.0	3.57715e-16	24.0	440.0	434.0	6.0	379.0	10.0	392.0	84.8	88.0	1.0	1.0	1.0	ABC	CHEBI:10080;xylobiose	PF13416,PF01547	PF01547,PF13416	NA	['Q9L026']	Red
3.A.1.1.21	Q9L027	WP_003022233.1	400.0	5.74926e-21	24.0	495.0	434.0	4.0	393.0	9.0	377.0	78.6	84.8	1.0	1.0	1.0	ABC	CHEBI:10080;xylobiose	PF01547,PF13416	PF01547,PF13416	NA	['Q9L026']	Red
3.A.1.1.22	Q9S5Y1	NA	393.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.22	Q9X0S9	NA	823.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.22	Q9X0T0	NA	577.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.22	Q9X0T1	NA	391.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.22	Q9X103	WP_040351176.1	372.0	8.92854e-138	55.0	383.0	369.0	1.0	372.0	3.0	366.0	96.9	98.4	2.0	0.0	0.0	ABC	CHEBI:10202;alpha,alpha-trehalose, CHEBI:6668;maltose, CHEBI:6672;alpha-maltotriose, CHEBI:6671;maltotetraose	PF00005,PF17912,PF03215	PF00005,PF17912,PF03459,PF08402	NA	['Q9S5Y1', 'Q9X0T1', 'Q9X0S9', 'Q9X0T0', 'Q9X2F5']	Red
3.A.1.1.22	Q9X2F5	NA	833.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.27	Q8DT25	WP_003021916.1	373.0	6.28426e-135	55.0	364.0	377.0	1.0	360.0	1.0	373.0	98.6	98.7	0.0	0.0	0.0	ABC	CHEBI:10202;alpha,alpha-trehalose, CHEBI:6668;maltose, CHEBI:6672;alpha-maltotriose, CHEBI:6671;maltotetraose	PF00005,PF17912,PF08402	PF00005,PF17912,PF08402,PF17850	NA	['Q8DT27', 'Q8DT28', 'Q8DT26']	Red
3.A.1.1.27	Q8DT26	NA	278.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.27	Q8DT27	NA	453.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.27	Q8DT28	NA	415.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.33	Q8KN17	NA	277.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.33	Q8KN18	NA	328.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.33	Q8KN19	WP_003021944.1	210.0	1.3281e-05	23.0	483.0	437.0	1.0	207.0	13.0	206.0	42.7	44.2	1.0	1.0	1.0	ABC	CHEBI:50668;N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-aldehydo-D-glucosamine	PF12010	PF01547,PF13416	NA	['Q8KN18', 'Q8KN17', 'Q9L0Q1']	Red
3.A.1.1.33	Q9L0Q1	NA	378.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.34	O32151	NA	367.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.34	P94360	WP_004221438.1	365.0	7.29618e-157	63.0	370.0	365.0	1.0	365.0	1.0	361.0	98.4	98.6	0.0	0.0	0.0	ABC	CHEBI:22601;arabinoside	PF00005,PF17912,PF03459,PF08402	PF00005,PF17912,PF17850,PF08402,PF03459,PF00005,PF17912,PF17850,PF08402,PF03459	NA	['P94529', 'P94530', 'O32151', 'P94528']	Red
3.A.1.1.34	P94528	NA	433.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.34	P94529	NA	313.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.34	P94530	NA	281.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.44	Q7AKP1	WP_004220935.1	427.0	9.56925e-22	24.0	430.0	423.0	4.0	415.0	3.0	407.0	95.6	95.5	1.0	0.0	0.0	ABC	CHEBI:6666;linear maltodextrin, CHEBI:6668;maltose	PF01547,PF13416	PF01547,PF13416,PF13531	NA	['Q9KZ07', 'Q9KZ08']	Red
3.A.1.1.44	Q9KZ07	NA	334.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.44	Q9KZ08	NA	303.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.46	P0AFR7	NA	293.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.46	P76042	WP_003021742.1	450.0	9.84097e-24	21.0	449.0	430.0	7.0	445.0	1.0	428.0	97.6	99.3	1.0	0.0	0.0	ABC	CHEBI:24278;glucoside	PF01547,PF13416	PF01547,PF13416	NA	['P0AFR7', 'P77481', 'P77716']	Red
3.A.1.1.46	P77481	NA	360.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.46	P77716	NA	280.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.51	Q6MNM0	WP_003019709.1	407.0	1.28722e-16	23.0	455.0	733.0	59.0	439.0	19.0	404.0	83.5	52.5	1.0	7.0	0.0	ABC	CHEBI:10202;alpha,alpha-trehalose, CHEBI:23489;alpha-cyclodextrin, CHEBI:62009;maltoheptaose heptasaccharide, CHEBI:6668;maltose, CHEBI:6672;alpha-maltotriose, CHEBI:6671;maltotetraose, CHEBI:61996;maltopentaose pentasaccharide	PF13416,PF01547	PF13416,PF01547,PF00528	WP_003019709.1 WP_040351225.1 	['Q6MNM1', 'Q6MNM2']	Red
3.A.1.1.51	Q6MNM0	WP_040351225.1	286.0	1.46216e-53	34.0	292.0	733.0	9.0	292.0	451.0	733.0	96.9	38.5	6.0	7.0	6.0	ABC	CHEBI:10202;alpha,alpha-trehalose, CHEBI:23489;alpha-cyclodextrin, CHEBI:62009;maltoheptaose heptasaccharide, CHEBI:6668;maltose, CHEBI:6672;alpha-maltotriose, CHEBI:6671;maltotetraose, CHEBI:61996;maltopentaose pentasaccharide	PF00528	PF13416,PF01547,PF00528	WP_003019709.1 WP_040351225.1 	['Q6MNM1', 'Q6MNM2']	Red
3.A.1.1.51	Q6MNM1	NA	272.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.1.51	Q6MNM2	NA	347.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.1	P02925	WP_003021907.1	282.0	1.67905e-06	23.0	341.0	296.0	55.0	312.0	17.0	278.0	75.4	88.2	0.0	1.0	0.0	ABC	CHEBI:10410;beta-D-ribopyranose	PF13377,PF13407,PF00532	PF13407,PF00532,PF13377,PF13458	NA	['P0AGI1', 'P04983']	Red
3.A.1.2.1	P04983	NA	501.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.1	P0AGI1	NA	321.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.6	P32720	NA	326.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.6	P32721	NA	510.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.6	P39265	WP_003022357.1	244.0	8.56796e-07	23.0	367.0	311.0	69.0	298.0	29.0	258.0	62.4	73.6	1.0	1.0	0.0	ABC	CHEBI:33935;allose	PF00532,PF13377,PF13407,PF00356	PF13407,PF00532,PF13377	NA	['P32721', 'P32720']	Red
3.A.1.2.13	A6VKS8	NA	500.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.13	A6VKS9	NA	322.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.13	A6VKT0	WP_003021221.1	180.0	0.000461641	24.0	377.0	292.0	172.0	347.0	106.0	269.0	46.4	55.8	0.0	1.0	0.0	ABC	CHEBI:40646;autoinducer-2	PF13377,PF00532,PF00392,PF13407	PF13407,PF00532,PF13377,PF13458	NA	['A6VKS8', 'A6VKS9']	Red
3.A.1.2.13	A6VKT0	WP_009247545.1	278.0	1.67294e-07	22.0	347.0	292.0	59.0	325.0	22.0	283.0	76.7	89.4	0.0	1.0	0.0	ABC	CHEBI:40646;autoinducer-2	PF13377,PF00532,PF00356,PF13407	PF13407,PF00532,PF13377,PF13458	NA	['A6VKS8', 'A6VKS9']	Red
3.A.1.2.18	Q9WXW7	NA	317.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.18	Q9WXW9	NA	335.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.18	Q9WXX0	WP_004223609.1	121.0	0.000210905	27.0	177.0	520.0	62.0	166.0	102.0	222.0	58.8	23.1	0.0	0.0	0.0	ABC	CHEBI:10085;xylose	NA	PF00005,PF00005	NA	['Q9WXW9', 'Q9WXW7']	Red
3.A.1.2.20	G4FGN3	WP_004222344.1	238.0	0.000268337	23.0	242.0	494.0	20.0	233.0	11.0	241.0	88.0	46.6	0.0	0.0	0.0	ABC	CHEBI:10085;xylose, CHEBI:5418;glucose	PF13304,PF13476	PF00005,PF00005	NA	['G4FGN5', 'G4FGN4']	Red
3.A.1.2.20	G4FGN4	NA	313.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.20	G4FGN5	NA	343.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.21	B8H228	WP_004221320.1	156.0	4.38228e-05	26.0	341.0	326.0	189.0	339.0	162.0	299.0	44.0	42.0	0.0	0.0	0.0	ABC	CHEBI:10601;myo-inositol	PF13377,PF00532,PF00356	PF13407,PF00532,PF13458,PF13377	NA	['B8H229', 'B8H230']	Red
3.A.1.2.21	B8H229	NA	515.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.21	B8H230	NA	332.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.32	B3EYL5	WP_003019422.1	237.0	0.000892134	20.0	313.0	335.0	50.0	270.0	61.0	292.0	70.3	69.0	1.0	1.0	0.0	ABC	CHEBI:22599;arabinose	PF13407,PF00532	PF13407,PF00532	NA	['B3EYL8', 'B3EYM2', 'B3EYM1']	Red
3.A.1.2.32	B3EYL5	WP_004221433.1	264.0	6.828510000000002e-34	28.0	391.0	335.0	88.0	349.0	38.0	289.0	66.8	74.9	0.0	1.0	0.0	ABC	CHEBI:22599;arabinose	PF13407,PF00532	PF13407,PF00532	NA	['B3EYL8', 'B3EYM2', 'B3EYM1']	Red
3.A.1.2.32	B3EYL8	NA	362.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.32	B3EYM1	NA	513.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.2.32	B3EYM2	NA	407.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.3.2	P0AEQ3	NA	248.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.3.2	P0AEQ6	NA	219.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.3.2	P10346	WP_003020883.1	203.0	6.43408e-28	35.0	187.0	240.0	3.0	182.0	2.0	204.0	95.7	84.2	0.0	1.0	0.0	ABC	CHEBI:5432;glutamine	PF00005	PF00005	NA	['P0AEQ3', 'P0AEQ6']	Red
3.A.1.3.10	P0AEM9	WP_003023222.1	104.0	2.0474e-08	31.0	185.0	266.0	36.0	139.0	39.0	140.0	55.7	38.0	1.0	1.0	0.0	ABC	CHEBI:2247;7,8-diaminononanoic acid, CHEBI:4052;cystine	PF00497	PF00497,PF10613	NA	['P37774', 'P0AFT2']	Red
3.A.1.3.10	P0AEM9	WP_004221370.1	239.0	8.59513e-31	30.0	282.0	266.0	43.0	278.0	35.0	264.0	83.3	86.1	1.0	1.0	0.0	ABC	CHEBI:2247;7,8-diaminononanoic acid, CHEBI:4052;cystine	PF00497,PF09084	PF00497,PF10613	NA	['P37774', 'P0AFT2']	Red
3.A.1.3.10	P0AFT2	NA	222.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.3.10	P37774	NA	250.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.3.14	P39456	WP_004221366.1	248.0	1.33961e-81	50.0	252.0	247.0	3.0	249.0	1.0	243.0	97.6	98.0	0.0	0.0	0.0	ABC	CHEBI:4052;cystine	PF00005	PF00005	NA	['P42200', 'P42199']	Red
3.A.1.3.14	P42199	NA	268.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.3.14	P42200	NA	234.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.3.25	Q9CES4	WP_003019997.1	274.0	1.62292e-93	53.0	275.0	247.0	2.0	275.0	7.0	246.0	99.3	96.8	0.0	0.0	0.0	ABC	CHEBI:29987;glutamate(2-), CHEBI:22653;asparagine, CHEBI:5432;glutamine	PF00005,PF13304	PF00005,PF02463	NA	['Q9CES5']	Red
3.A.1.3.25	Q9CES5	NA	714.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.5.3	P0AFA9	NA	277.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.5.3	P33590	WP_003022268.1	489.0	5.01721e-35	25.0	526.0	524.0	50.0	512.0	29.0	509.0	87.8	91.6	1.0	1.0	0.0	ABC	CHEBI:25517;nickel(2+)	PF00496	PF00496	NA	['P0AFA9', 'P33594', 'P33593', 'P33591']	Red
3.A.1.5.3	P33591	NA	314.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.5.3	P33593	NA	254.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.5.3	P33594	NA	268.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.5.22	Q5V9R8	NA	330.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.5.22	Q5V9R9	WP_003022270.1	238.0	4.06015e-66	46.0	260.0	323.0	20.0	257.0	23.0	259.0	91.2	73.1	0.0	0.0	0.0	ABC	CHEBI:7990;peptide	PF00005	PF00005,PF08352	NA	['Q5V9R8', 'Q5V9S2', 'Q5V9S1', 'Q5V9S0']	Red
3.A.1.5.22	Q5V9S0	NA	300.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.1.5.22	Q5V9S1	NA	306.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
